outgoing_connections,obyt_SUM,ibyt_SUM,ln_ibyt_SUM,ln_obyt_SUM,weighted_degree,ip,degree,total_traffic,ln_total_traffic,ln_degree,ln_weighted_degree,label
997,21519358,8277404,15.9290399506,16.8844634601,1016.0,172.10.1.147,24,29796762,17.2099102879,3.17805383035,6.92362862814,1.0
711,2688196,6287312,15.6540441923,14.8043808946,823.0,172.30.1.148,19,8975508.0,16.0100100924,2.94443897917,6.71295620068,1.0
769,3630244,28671304,17.1714073199,15.1048104216,799.0,172.20.2.23,21,32301548,17.2906257127,3.04452243772,6.68336094577,1.0
757,2671517,16785576,16.6360305042,14.7981570338,923.0,172.30.2.48,23,19457093,16.7837222402,3.13549421593,6.8276292345,1.0
630,1430580,3663022,15.1137990477,14.1735905144,641.0,172.20.1.62,17,5093602.0,15.4434958003,2.83321334406,6.46302945692,1.0
734,4049919,15046176,16.5266344305,15.2142074389,752.0,172.20.2.74,18,19096095,16.7649944219,2.8903717579,6.62273632395,1.0
2310,1458065155,1117708503,20.8345464469,21.1003761575,92084.0,10.0.0.7,2082,2575773658,21.6694157756,7.64108424917,11.4304564829,1.0
762,2145888,8418636,15.9459583778,14.5790640107,773.0,172.30.1.77,18,10564524,16.1730121536,2.8903717579,6.65027904859,1.0
603,1529468,12684896,16.3559225523,14.2404305205,622.0,172.30.1.162,17,14214364,16.4697635606,2.83321334406,6.43294009274,1.0
1182,25057379,15938910,16.5842738476,17.036678913,1207.0,172.10.1.106,25,40996289,17.5289921084,3.21887582487,7.0958932211,1.0
708,1225595,3122658,14.9541951202,14.0189369983,724.0,172.20.1.71,17,4348253.0,15.2852847132,2.83321334406,6.58479139239,1.0
1192,25834651,3217904,14.9842407739,17.0672272108,1205.0,172.10.1.130,23,29052555,17.1846169892,3.13549421593,7.09423484592,1.0
702,2204087,4774978,15.3788999246,14.6058239222,714.0,172.30.1.75,20,6979065.0,15.7584255116,2.99573227355,6.57088296234,1.0
638,1336210,6817592,15.7350168883,14.1053478064,653.0,172.10.1.5,23,8153802.0,15.9139948795,3.13549421593,6.48157712928,1.0
1735,30599400,48083458,17.6884487674,17.2364909589,1780.0,172.30.1.250,21,78682858,18.1809358752,3.04452243772,7.48436864329,1.0
740,1978206,14984886,16.5225526511,14.4977009313,751.0,172.30.1.17,20,16963092,16.646550483,2.99573227355,6.62140565176,1.0
936,2007096,16714180,16.6317680189,14.5121994592,957.0,172.10.2.93,20,18721276,16.7451711891,2.99573227355,6.86380339145,1.0
743,2304751,7011018,15.7629934696,14.6504832025,763.0,172.20.1.69,19,9315769.0,16.0472191136,2.94443897917,6.63725803128,1.0
704,2601726,16292188,16.6061962871,14.7716856289,728.0,172.30.2.101,24,18893914,16.7543504176,3.17805383035,6.5903010482,1.0
555,1215646,10083716,16.1264324035,14.0107861807,564.0,172.20.2.56,17,11299362,16.2402568219,2.83321334406,6.3350542515,1.0
697,2152270,3692578,15.1218354171,14.5820336571,710.0,172.20.1.133,18,5844848.0,15.5810711474,2.8903717579,6.56526497004,1.0
730,1984426,13243944,16.3990509493,14.5008402615,746.0,172.30.2.126,22,15228370.0,16.5386706935,3.09104245336,6.6147256002,1.0
766,2293281,2153582,14.5826430603,14.6454941012,791.0,172.20.1.100,20,4446863.0,15.3077094617,2.99573227355,6.67329796777,1.0
725,1696533,4822012,15.3887018263,14.3440973148,747.0,172.10.1.54,25,6518545.0,15.6901617495,3.21887582487,6.61606518513,1.0
821,2373783,3120746,14.9535826338,14.6799954431,835.0,172.30.1.169,18,5494529.0,15.5192634279,2.8903717579,6.72743172485,1.0
1392,23448041,13630846,16.4278458707,16.9702975099,1412.0,172.30.2.39,19,37078887,17.428558282,2.94443897917,7.25276241805,1.0
650,2052374,1631435,14.3049705536,14.5345077299,730.0,172.20.2.48,19,3683809.0,15.1194578292,2.94443897917,6.59304453414,1.0
665,1436518,5124542,15.4495517131,14.1777326878,681.0,172.10.1.74,24,6561060.0,15.6966627332,3.17805383035,6.52356230615,1.0
595,1354024,3217678,14.9841705394,14.1185914576,610.0,172.20.1.9,17,4571702.0,15.3353961224,2.83321334406,6.41345895717,1.0
634,1827922,6489582,15.6857086798,14.4186903605,650.0,172.30.2.110,21,8317504.0,15.9338727678,3.04452243772,6.47697236289,1.0
749,1607992,2584928,14.7652082125,14.2904967536,760.0,172.20.1.152,17,4192920.0,15.2489079466,2.83321334406,6.63331843328,1.0
692,1722400,1945384,14.4809699449,14.359229225,701.0,172.30.2.130,21,3667784.0,15.1150982229,3.04452243772,6.55250788703,1.0
908,7023542,31210640,17.2562696203,15.7647782072,936.0,172.20.2.9,19,38234182,17.4592404902,2.94443897917,6.84161547648,1.0
599,1982245,9715842,16.0892683071,14.4997405987,613.0,172.20.2.69,18,11698087,16.2749358821,2.8903717579,6.41836493594,1.0
1785,37862089,54643326,17.8163376425,17.4494608792,1847.0,172.30.1.210,22,92505415,18.3427777413,3.09104245336,7.5213179802,1.0
862,1933878,3460202,15.0568375268,14.4750378713,878.0,172.30.1.20,20,5394080.0,15.5008126139,2.99573227355,6.77764659364,1.0
664,1398568,7841430,15.8749317737,14.150959414,676.0,172.30.1.193,18,9239998.0,16.0390522272,2.8903717579,6.51619307604,1.0
696,3137846,9429302,16.0593326328,14.9590471352,710.0,172.30.2.73,20,12567148,16.3465966654,2.99573227355,6.56526497004,1.0
47719,6948123,1300315326,20.9858726305,15.7539821091,4388757.0,172.20.0.4,36,1307263449,20.991201819,3.58351893846,15.2945566015,1.0
981,10612623,29787396,17.209595909,16.1775546996,1024.0,172.10.1.226,24,40400019,17.5143408132,3.17805383035,6.9314718056,1.0
1350,2563257,54,3.98898404656,14.7567892734,1351.0,10.76.193.186,2,2563311.0,14.7568103402,0.69314718056,7.20860033796,1.0
740,3541609,4528912,15.325992292,15.0800917016,753.0,172.20.1.185,19,8070521.0,15.9037285983,2.94443897917,6.6240652278,1.0
954,2026030,2509244,14.7354920705,14.5215887712,966.0,172.10.2.99,17,4535274.0,15.3273960587,2.83321334406,6.87316383421,1.0
722,4802976,18477330,16.7320551332,15.3847462838,745.0,172.20.2.61,19,23280306,16.9631183251,2.94443897917,6.61338421838,1.0
763,2361511,3746012,15.1362023654,14.6748122264,785.0,172.30.1.13,20,6107523.0,15.625031848,2.99573227355,6.66568371778,1.0
699,1975801,9443462,16.0608332082,14.4964844437,716.0,172.20.1.166,20,11419263,16.2508122242,2.99573227355,6.57368016696,1.0
705,2085002,22864134,16.9450800399,14.5502803724,729.0,172.30.1.55,22,24949136,17.0323497503,3.09104245336,6.59167373201,1.0
711,1536635,4589242,15.3392254268,14.2451055187,727.0,172.20.1.37,17,6125877.0,15.6280324878,2.83321334406,6.58892647753,1.0
1124,22622154,2730850,14.820123474,16.9344402496,1138.0,172.10.1.117,22,25353004,17.048407782,3.09104245336,7.03702761469,1.0
736,1319993,12904736,16.3731049337,14.0931369915,764.0,172.10.1.26,25,14224729,16.4704924868,3.21887582487,6.63856778917,1.0
680,1141415,10821992,16.1970909179,13.9477792788,698.0,172.10.2.116,17,11963407,16.2973631321,2.83321334406,6.54821910276,1.0
718,2016457,11581952,16.2649585824,14.516852569,733.0,172.20.2.104,18,13598409,16.4254633586,2.8903717579,6.59714570189,1.0
748,1590266,7996134,15.8944687328,14.2794118558,764.0,172.10.1.34,24,9586400.0,16.0758559854,3.17805383035,6.63856778917,1.0
29208,541275443,79157238,18.1869467867,20.109438844,29267.0,172.30.1.218,22,620432681,20.2459276652,3.09104245336,10.2842158804,1.0
748,2611296,12974857,16.3785239658,14.7753572078,788.0,172.30.2.102,23,15586153,16.5618934498,3.13549421593,6.66949808986,1.0
1259035,376028323,1779867,14.3920492004,19.7451750256,1271488.0,10.170.32.181,2,377808190.0,19.7498971909,0.69314718056,14.0556984261,1.0
678,1627816,11370764,16.2465560578,14.302749797,692.0,172.20.1.57,17,12998580.0,16.3803506787,2.83321334406,6.53958595562,1.0
728,1966588,9884512,16.1064796456,14.4918106194,744.0,172.20.1.116,20,11851100.0,16.2879312482,2.99573227355,6.61204103483,1.0
1142,11341996,26410994,17.0892909208,16.2440228549,1169.0,172.20.1.237,18,37752990.0,17.4465752358,2.8903717579,7.06390396147,1.0
602,1722374,11443908,16.252968094,14.3592141297,616.0,172.20.1.24,17,13166282,16.3931697256,2.83321334406,6.42324696353,1.0
668,1587529,11698579,16.2749779394,14.2776892773,683.0,172.30.1.7,18,13286108,16.402229536,2.8903717579,6.52649485957,1.0
800,2986205,16328318,16.608411459,14.9095139084,823.0,172.30.1.172,20,19314523,16.7763678579,2.99573227355,6.71295620068,1.0
773,1894535,2848738,14.8623866472,14.4544839838,792.0,172.10.1.94,23,4743273.0,15.3722379617,3.13549421593,6.67456139181,1.0
792,2553643,1506878,14.2255505188,14.7530315251,801.0,172.10.2.101,18,4060521.0,15.2168218485,2.8903717579,6.68586094707,1.0
1006611,285920209,2053282,14.5349500465,19.4712233403,1018241.0,10.70.68.127,2,287973491,19.4783789887,0.69314718056,13.8335871868,1.0
848,1344570,7806100,15.8704160373,14.1115848173,867.0,172.10.2.136,17,9150670.0,16.0293376586,2.83321334406,6.76503897678,1.0
772,1554679,6374526,15.6678202933,14.2567796514,782.0,172.10.2.117,16,7929205.0,15.8860633364,2.77258872224,6.66185474055,1.0
1059,22921707,8216930,15.921707218,16.9475949235,1076.0,172.10.1.142,23,31138637,17.2539599533,3.13549421593,6.98100574072,1.0
1089,11595357,8234760,15.9238747773,16.2661153173,1124.0,172.20.2.13,21,19830117,16.8027124006,3.04452243772,7.02464903045,1.0
1029,24178639,3374127,15.0316471822,17.0009801154,1040.0,172.10.1.167,21,27552766,17.1316134878,3.04452243772,6.94697599214,1.0
910,3793454,6700592,15.7177064387,15.1487875077,932.0,172.20.2.17,18,10494046,16.1663186067,2.8903717579,6.83733281469,1.0
728,2734229,6155594,15.6328718198,14.8213600528,740.0,172.10.2.36,20,8889823.0,16.0004176973,2.99573227355,6.6066501862,1.0
606,1403667,9040484,16.0172232708,14.1545986559,662.0,172.10.2.50,18,10444151,16.1615526668,2.8903717579,6.49526555594,1.0
164,16320,2724464,14.8177822695,9.70014662852,30603.0,172.10.0.8,29,2740784.0,14.8237545688,3.36729582999,10.3288533224,1.0
742,2119302,10942204,16.2081377972,14.5665973472,759.0,172.10.2.5,21,13061506,16.3851799891,3.04452243772,6.6320017774,1.0
1196,16152004,21150128,16.8671565154,16.5975546866,1231.0,172.30.2.40,19,37302132,17.4345610412,2.94443897917,7.11558212618,1.0
761,4730973,12294660,16.3246755797,15.3696414476,790.0,172.10.1.244,25,17025633,16.6502305899,3.21887582487,6.67203294546,1.0
1088,10576957,20937504,16.8570525586,16.1741883249,1121.0,172.20.1.232,21,31514461,17.2659570778,3.04452243772,7.02197642307,1.0
692,2114053,3626818,15.1038662378,14.5641175161,720.0,172.20.1.132,20,5740871.0,15.5631214989,2.99573227355,6.57925121201,1.0
761,2430879,10766722,16.1919706388,14.7037634783,785.0,172.30.1.107,18,13197601,16.3955456286,2.8903717579,6.66568371778,1.0
601,1873724,1670418,14.3285844525,14.4434384524,611.0,172.20.2.81,17,3544142.0,15.0808066576,2.83321334406,6.41509695917,1.0
1174,25764270,18252704,16.7198237914,17.0644992063,1196.0,172.10.1.153,26,44016974,17.6000858902,3.25809653802,7.08673793451,1.0
629,1484459,4685312,15.359943067,14.2105609541,651.0,172.10.1.3,25,6169771.0,15.6351722801,3.21887582487,6.47850964221,1.0
879,1890735,8861408,15.9972162264,14.4524762003,897.0,172.10.2.129,20,10752143,16.1906156415,2.99573227355,6.79905586206,1.0
887,3381425,10772910,16.1925452076,15.0338077762,906.0,172.20.2.41,18,14154335,16.4655314956,2.8903717579,6.80903930604,1.0
774,2525170,6457392,15.6807360791,14.7418189452,788.0,172.30.1.184,19,8982562.0,16.0107957003,2.94443897917,6.66949808986,1.0
715,2203750,12747048,16.3608102733,14.6056710127,728.0,172.30.1.109,19,14950798,16.5202752343,2.94443897917,6.5903010482,1.0
753,2934999,14016958,16.4557784403,14.8922176705,773.0,172.20.2.108,18,16951957,16.6458938424,2.8903717579,6.65027904859,1.0
1543,24916720,72290512,18.0962034475,17.031049622,1609.0,172.30.1.228,20,97207232,18.39235567,2.99573227355,7.38336814699,1.0
719,1306038,5670510,15.5507896187,14.0825086849,735.0,172.10.1.30,23,6976548.0,15.7580647965,3.13549421593,6.59987049921,1.0
1146,24765099,6236624,15.6459495683,17.0249459216,1156.0,172.10.1.126,20,31001723,17.2495533416,2.99573227355,7.05272104923,1.0
561,1720463,9669292,16.0844656486,14.3581039986,580.0,172.10.2.52,18,11389755,16.2482248251,2.8903717579,6.36302810354,1.0
796,1741353,1400108,14.1520599345,14.3701729552,809.0,172.10.2.78,17,3141461.0,14.9601985363,2.83321334406,6.69579891706,1.0
855,2849654,9183586,16.0329283181,14.8627081414,873.0,172.20.1.196,18,12033240.0,16.3031833784,2.8903717579,6.77193555584,1.0
2416,1472665347,1138117100,20.8526410672,21.1103397572,93876.0,10.0.0.8,2078,2610782447,21.6829158015,7.63916117166,11.4497300415,1.0
627,1962203,14500266,16.4896775521,14.4895783796,639.0,172.20.1.70,17,16462469,16.616593742,2.83321334406,6.45990445438,1.0
1294,20541365,31859142,17.2768349318,16.837951216,1354.0,172.30.1.207,22,52400507,17.7744268248,3.09104245336,7.21081845347,1.0
602,2109121,10168366,16.1347920865,14.561781831,617.0,172.30.1.56,20,12277487,16.323277818,2.99573227355,6.42486902391,1.0
611,1721889,8245162,15.9251371621,14.358932502,621.0,172.20.1.79,19,9967051.0,16.1147953108,2.94443897917,6.43133108193,1.0
640,1744230,6107572,15.6250398708,14.3718237555,647.0,172.20.1.150,16,7851802.0,15.8762536176,2.77258872224,6.4723462945,1.0
762,1968882,10511948,16.168023073,14.4929764269,789.0,172.10.1.46,24,12480830.0,16.3397044251,3.17805383035,6.67076632085,1.0
657,2582386,8152808,15.9138729658,14.7642243357,670.0,172.10.2.26,20,10735194,16.1890380609,2.99573227355,6.50727771239,1.0
1560,26759998,80001053,18.1975503551,17.1024187185,1624.0,172.30.1.219,21,106761051,18.486103727,3.04452243772,7.39264752072,1.0
567,1280163,3391840,15.036883105,14.0624979715,574.0,172.10.2.56,16,4672003.0,15.3570984456,2.77258872224,6.35262939632,1.0
1213,28078041,7868137,15.8783318706,17.1504983697,1234.0,172.10.1.118,24,35946178,17.3975333222,3.17805383035,7.11801620447,1.0
1227,16803343,19645488,16.7933582516,16.6370884127,1253.0,172.30.2.27,20,36448831,17.4114199446,2.99573227355,7.1332959549,1.0
655,1594309,11991022,16.2996687611,14.2819509715,670.0,172.30.1.30,19,13585331,16.4245011657,2.94443897917,6.50727771239,1.0
2432,1541416770,1139550795,20.8538999822,21.155967811,93156.0,10.0.0.6,2087,2680967565,21.709443598,7.64348290708,11.4420307862,1.0
1123,24999548,4418976,15.301418553,17.0343683027,1139.0,172.10.1.122,25,29418524,17.1971351019,3.21887582487,7.03790596345,1.0
1098550,312409085,2321529,14.6577365783,19.5598240568,1110559.0,10.15.7.85,2,314730614,19.5672276373,0.69314718056,13.9203740501,1.0
636,1639859,12219100,16.3185108592,14.3101208205,655.0,172.30.1.37,19,13858959,16.4444424407,2.94443897917,6.48463523564,1.0
1135,9159064,23829204,16.9864224452,16.030254548,1168.0,172.20.1.245,20,32988268,17.3116625411,2.99573227355,7.06304816339,1.0
686,1687941,11711922,16.2761178553,14.3390200009,706.0,172.10.1.100,24,13399863,16.410755041,3.17805383035,6.55961523749,1.0
1220,17043071,24062278,16.996155944,16.6512542861,1255.0,172.30.2.9,20,41105349,17.531648817,2.99573227355,7.13489085157,1.0
672,1756352,1048948,13.8632983151,14.3787494887,683.0,172.20.1.155,15,2805300.0,14.8470210431,2.7080502011,6.52649485957,1.0
38855,5406195,1167065437,20.8777582615,15.5030560762,4068766.0,172.20.0.15,35,1172471632,20.8823798635,3.55534806149,15.2188503173,1.0
634,1390143,7153464,15.7831072729,14.1449171775,665.0,172.10.1.11,26,8543607.0,15.9606938419,3.25809653802,6.49978704066,1.0
1063,10726338,23660299,16.9793090538,16.1882127702,1093.0,172.20.1.204,20,34386637,17.3531785876,2.99573227355,6.99668148818,1.0
720,2092521,1178982,13.9801619122,14.5538801171,730.0,172.30.1.96,20,3271503.0,15.0007600703,2.99573227355,6.59304453414,1.0
790,4153819,4626472,15.3473051486,15.23953871,804.0,172.10.2.35,20,8780291.0,15.9880201086,2.99573227355,6.68959926918,1.0
1483,25155931,46608193,17.6572868991,17.0406042518,1545.0,172.30.1.216,21,71764124,18.0888952434,3.04452243772,7.34277918933,1.0
755,2902605,12576053,16.347305008,14.8811191676,768.0,172.20.2.136,18,15478658,16.5549727299,2.8903717579,6.64378973315,1.0
738,2859337,12424032,16.3351432195,14.8661003377,777.0,172.30.2.51,23,15283369,16.5422758017,3.13549421593,6.65544035037,1.0
740,1508419,1412586,14.1609326251,14.2265726404,749.0,172.20.1.31,17,2921005.0,14.8874382931,2.83321334406,6.61873898352,1.0
1192,26853972,14019618,16.4559681924,17.1059243009,1220.0,172.10.1.165,24,40873590.0,17.5259946912,3.17805383035,7.10660613773,1.0
677,2769441,9964736,16.1145630186,14.8341560527,695.0,172.30.2.90,21,12734177,16.3598000393,3.04452243772,6.54391184556,1.0
636,1337167,10734840,16.1890050847,14.1060637548,646.0,172.10.1.63,23,12072007,16.3063998593,3.13549421593,6.47079950378,1.0
714,2030923,12421452,16.3349355358,14.5240009275,726.0,172.30.1.125,20,14452375,16.4863693189,2.99573227355,6.58755001482,1.0
659,2532226,6631536,15.7073470095,14.7446093158,685.0,172.20.1.148,19,9163762.0,16.030767351,2.94443897917,6.52941883826,1.0
640,1405525,6985290,15.7593170673,14.1559214564,656.0,172.10.1.16,23,8390815.0,15.9426482132,3.13549421593,6.48616078894,1.0
621,1594585,3762022,15.1404671368,14.2821240723,634.0,172.10.2.28,19,5356607.0,15.4938413102,2.94443897917,6.45204895444,1.0
1210,8792442,23940132,16.9910667719,15.9894030468,1241.0,172.20.1.234,20,32732574,17.3038812868,2.99573227355,7.1236727852,1.0
664,2014220,15009144,16.5241701733,14.5157425816,682.0,172.30.2.80,22,17023364,16.6500973114,3.09104245336,6.52502965784,1.0
781,6580059,8896402,16.0011574833,15.6995542698,802.0,172.20.2.63,19,15476461,16.5548307824,2.94443897917,6.68710860787,1.0
1096,24276742,7408942,15.8181982071,17.0050293306,1110.0,172.10.1.101,22,31685684,17.271375528,3.09104245336,7.01211529431,1.0
566,1171696,7968458,15.8910015565,13.9739628298,576.0,172.10.2.81,17,9140154.0,16.0281877923,2.83321334406,6.3561076607,1.0
1224,25748018,6160774,15.633712977,17.0638682112,1241.0,172.10.1.199,22,31908792,17.2783921411,3.09104245336,7.1236727852,1.0
631,2188118,9723586,16.0900650384,14.5985523716,646.0,172.20.1.124,20,11911704,16.2930320041,2.99573227355,6.47079950378,1.0
906,7206454,14448272,16.4860853806,15.7904875714,935.0,172.10.1.248,24,21654726,16.8907342796,3.17805383035,6.84054652929,1.0
1056,7451591,21889846,16.9015334343,15.8239381246,1084.0,172.20.2.16,21,29341437,17.194511307,3.04452243772,6.988413182,1.0
658,2443208,5433542,15.5081017813,14.7088224878,676.0,172.30.2.70,22,7876750.0,15.8794259402,3.09104245336,6.51619307604,1.0
696,1688049,2200866,14.6043614772,14.3390839822,712.0,172.10.1.42,22,3888915.0,15.1736407564,3.09104245336,6.56807791141,1.0
2291,1429529130,1123562120,20.8397699396,21.0806109473,91684.0,10.0.0.5,2076,2553091250.0,21.6605707168,7.63819824429,11.426103161,1.0
995,7901037,26681506,17.0994812242,15.8825045746,1028.0,172.10.1.220,25,34582543,17.3588595751,3.21887582487,6.93537044602,1.0
634,1399697,2809458,14.8485021401,14.1517663426,648.0,172.10.1.9,23,4209155.0,15.2527724729,3.13549421593,6.47389069635,1.0
8470,12394865,5652112,15.5475398386,16.3327928319,11735.0,10.0.3.77,25,18046977,16.7084887495,3.21887582487,9.37033110829,1.0
726,2353659,4928844,15.4106150358,14.6714816965,738.0,172.30.2.121,19,7282503.0,15.8009851798,2.94443897917,6.6039438246,1.0
1075,25321567,1655010,14.3193176091,17.0471670412,1089.0,172.10.1.146,21,26976577,17.1104795289,3.04452243772,6.99301512293,1.0
882,2075726,4656108,15.353690464,14.54582153,900.0,172.10.2.133,19,6731834.0,15.7223581756,2.94443897917,6.80239476332,1.0
725,2243077,5004236,15.4257953117,14.6233591419,739.0,172.30.2.124,21,7247313.0,15.7961413374,3.04452243772,6.60529792095,1.0
1039,23203732,1464470,14.1970039602,16.9598236858,1046.0,172.10.1.105,20,24668202,17.0210256038,2.99573227355,6.95272864462,1.0
690,1348042,8212870,15.921212994,14.1141637272,712.0,172.10.1.44,23,9560912.0,16.073193678,3.13549421593,6.56807791141,1.0
692,2206834,6583342,15.7000530771,14.6070694672,711.0,172.30.2.135,23,8790176.0,15.9891452922,3.13549421593,6.5666724298,1.0
744,5587173,27884444,17.1435795286,15.5359839927,774.0,172.20.2.58,19,33471617,17.3262083839,2.94443897917,6.65157187359,1.0
563,1062036,8766,9.07863588098,13.8756983785,570.0,172.10.2.82,15,1070802.0,13.8839184584,2.7080502011,6.34563636083,1.0
756,2451833,2411238,14.6956508665,14.7123464661,773.0,172.30.2.145,21,4863071.0,15.3971806893,3.04452243772,6.65027904859,1.0
675,2412998,8517560,15.9576404728,14.6963805158,685.0,172.20.2.85,17,10930558,16.207072911,2.83321334406,6.52941883826,1.0
651,2191889,15452411,16.5532756009,14.6002742871,662.0,172.30.2.84,21,17644300.0,16.685923343,3.04452243772,6.49526555594,1.0
791,2012661,6785930,15.7303619089,14.5149682851,801.0,172.30.1.177,18,8798591.0,15.990102153,2.8903717579,6.68586094707,1.0
775,2123063,6767590,15.7276555992,14.5683704152,787.0,172.10.2.71,19,8890653.0,16.0005110581,2.94443897917,6.66822824842,1.0
820,5496261,11113844,16.2237020964,15.5195786008,853.0,172.10.2.4,23,16610105,16.6255218031,3.13549421593,6.74875954749,1.0
703,1901704,3631776,15.1052323428,14.4582608843,714.0,172.20.1.104,18,5533480.0,15.5263274703,2.8903717579,6.57088296234,1.0
651,1498662,7687024,15.8550442705,14.220083268,666.0,172.30.2.106,22,9185686.0,16.0331569608,3.09104245336,6.50128967054,1.0
729,2282394,6128058,15.6283884551,14.6407354501,744.0,172.30.2.57,21,8410452.0,15.944985776,3.04452243772,6.61204103483,1.0
747,1540694,10752254,16.190625965,14.2477435222,768.0,172.10.1.82,23,12292948,16.3245363226,3.13549421593,6.64378973315,1.0
1072,11185295,13787948,16.4393054352,16.2301105272,1115.0,172.10.1.208,26,24973243,17.0333155297,3.25809653802,7.01660968389,1.0
766,1754692,5577270,15.5342099673,14.3778039009,786.0,172.10.1.93,23,7331962.0,15.8077537052,3.13549421593,6.66695679243,1.0
724,1573810,6628696,15.7069186611,14.2690099891,739.0,172.20.1.42,18,8202506.0,15.9199502753,2.8903717579,6.60529792095,1.0
889,1879744,6427528,15.6761005744,14.4466461553,901.0,172.10.2.96,18,8307272.0,15.9326418338,2.8903717579,6.80350525761,1.0
703,2132020,11695114,16.2746817057,14.5725804451,721.0,172.30.1.18,22,13827134,16.4421434515,3.09104245336,6.58063913728,1.0
1305,27630017,10016292,16.1197235253,17.1344133122,1329.0,172.10.1.162,25,37646309,17.4437454729,3.21887582487,7.19218205871,1.0
905,1810178,3599274,15.0962427164,14.4089357409,920.0,172.10.2.91,18,5409452.0,15.5036583518,2.8903717579,6.82437367004,1.0
709,1890991,4585668,15.3384463455,14.4526115882,732.0,172.10.2.8,24,6476659.0,15.6837153489,3.17805383035,6.59578051396,1.0
1074,24874518,2877928,14.8725811487,17.0293544639,1085.0,172.10.1.133,21,27752446,17.1388345384,3.04452243772,6.98933526597,1.0
761,3914254,12467840,16.3386630869,15.1801353201,779.0,172.30.2.131,22,16382094,16.611699467,3.09104245336,6.65801104587,1.0
691,3096898,7521570,15.8332854507,14.9459115233,718.0,172.10.1.2,28,10618468,16.1781053073,3.33220451018,6.57646956905,1.0
714,2459229,23826654,16.986315428,14.7153584441,748.0,172.20.2.92,18,26285883,17.084542585,2.8903717579,6.61740297797,1.0
572,1148386,12299253,16.3250490868,13.9538680363,589.0,172.10.2.54,18,13447639,16.4143141096,2.8903717579,6.37842618365,1.0
609,1787364,5456408,15.5123012558,14.3962524667,623.0,172.20.1.114,17,7243772.0,15.7956526232,2.83321334406,6.43454651879,1.0
864,1551678,11757932,16.2800386346,14.254847484,882.0,172.10.2.145,17,13309610.0,16.4039968887,2.83321334406,6.78219205601,1.0
2268,1419846169,1115397736,20.8324768922,21.073814371,92281.0,10.0.0.13,2090,2535243905,21.6535556844,7.64491934496,11.4325935488,1.0
1069,8731648,22251330,16.9179123401,15.9824646843,1108.0,172.10.1.224,25,30982978,17.2489485149,3.21887582487,7.01031186731,1.0
765,2600195,9616382,16.0789786604,14.7710970002,782.0,172.30.1.73,19,12216577,16.3183043579,2.94443897917,6.66185474055,1.0
743,2358109,7438021,15.8221153768,14.6733705846,763.0,172.30.1.52,21,9796130.0,16.0974979677,3.04452243772,6.63725803128,1.0
681,2281946,5283458,15.4800913656,14.6405391457,701.0,172.10.1.61,26,7565404.0,15.8390963076,3.25809653802,6.55250788703,1.0
642,2172905,24587759,17.0177592754,14.5915755399,661.0,172.30.2.85,21,26760664,17.1024436061,3.04452243772,6.49375383985,1.0
635,2335981,1313126,14.0879211121,14.6639424893,646.0,172.20.1.83,19,3649107.0,15.1099930381,2.94443897917,6.47079950378,1.0
162,16176,2728795,14.8193706778,9.69128394126,30624.0,172.10.0.7,28,2744971.0,14.8252810682,3.33220451018,10.3295392943,1.0
864,1190207,11220786,16.2332785091,13.9896377995,882.0,172.10.2.97,16,12410993,16.3340931701,2.77258872224,6.78219205601,1.0
620,2473919,5445432,15.51028765,14.7213140909,639.0,172.20.1.163,21,7919351.0,15.884819816,3.04452243772,6.45990445438,1.0
563,1829921,9093304,16.0230488765,14.4197833545,577.0,172.10.2.89,18,10923225,16.2064018144,2.8903717579,6.35784226651,1.0
755,1741143,18046888,16.7084838179,14.3700523521,778.0,172.10.1.88,22,19788031,16.8005878179,3.09104245336,6.65672652418,1.0
695,2027757,6609836,15.7040694006,14.522440814,710.0,172.30.1.63,18,8637593.0,15.971634514,2.8903717579,6.56526497004,1.0
1102,23702250,9148456,16.0290956798,16.9810805383,1119.0,172.10.1.134,26,32850706,17.3074837943,3.25809653802,7.02019070831,1.0
787,3661604,6820834,15.7354923097,15.1134118607,809.0,172.20.2.45,20,10482438,16.1652118434,2.99573227355,6.69579891706,1.0
721,2129584,10264054,16.1441584464,14.5714372134,740.0,172.20.1.88,19,12393638,16.3326938344,2.94443897917,6.6066501862,1.0
1165,8754393,62287842,17.9472768122,15.9850661895,1216.0,172.20.1.231,21,71042235,18.0787851173,3.04452243772,7.10332206253,1.0
1229,16871302,6218788,15.6430855904,16.64112463,1252.0,172.30.2.46,18,23090090.0,16.9549140791,2.8903717579,7.13249755166,1.0
1114,11923048,39092660,17.4814452835,16.2939838916,1155.0,172.20.1.247,21,51015708,17.7476441433,3.04452243772,7.05185562296,1.0
737,1549549,8049652,15.9011394186,14.2534744788,757.0,172.10.1.33,25,9599201.0,16.0771904238,3.21887582487,6.62936325344,1.0
857,3095631,2963566,14.9019038309,14.9455023205,863.0,172.20.1.169,16,6059197.0,15.617087841,2.77258872224,6.76041469108,1.0
1057387,300861076,2339103,14.6652780805,19.5221591746,1069861.0,10.0.0.42,2,303200179,19.5299038021,0.69314718056,13.8830392915,1.0
694,2226350,27735774,17.1382336181,14.6158740312,721.0,172.20.2.128,20,29962124,17.2154446086,2.99573227355,6.58063913728,1.0
